"","x"
"117","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"118","RT @moonsoonc: 우리 돼지, 맘껏 드셔주십시오! 아프리카 돼지열병은 인체감염이 없기 때문에 섭취는 전혀 걱정하지 않으셔도 됩니다.주 1회 이상 도청구내식당 한돈먹는날, 지역농·축협 할인판매 등을 추진해 소비촉진에 힘을 보탤 예정입니다. 오…"
"119","중국서 전염성 강한 흑사병 발생…전염 차단 '비상' (출처 : SBS | 네이버 뉴스) https://t.co/rFkDFQkQiu 
제발 짱깨들 오는것좀 막아라!!
흑사병에ㆍ돼지열병에!!
온갖 질병들은 다 달고 오는 것들을 왜자꾸 받냐!!!"
"120","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"121","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"122","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"123","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"124","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"125","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"126","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"127","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"128","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"129","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"130","돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/xa7hZspUpU 금수만도 못한 것들"
"131","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"132","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"133","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"134","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"135","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"136","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"137","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"138","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"139","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"140","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"141","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"142","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"143","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"144","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"145","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"146","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"147","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"148","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"149","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"150","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"151","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"152","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"153","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"154","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"155","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"156","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"157","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"158","RT @moonsoonc: 우리 돼지, 맘껏 드셔주십시오! 아프리카 돼지열병은 인체감염이 없기 때문에 섭취는 전혀 걱정하지 않으셔도 됩니다.주 1회 이상 도청구내식당 한돈먹는날, 지역농·축협 할인판매 등을 추진해 소비촉진에 힘을 보탤 예정입니다. 오…"
"159","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"160","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"161","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"162","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"163","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"164","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"165","RT @moonsoonc: 우리 돼지, 맘껏 드셔주십시오! 아프리카 돼지열병은 인체감염이 없기 때문에 섭취는 전혀 걱정하지 않으셔도 됩니다.주 1회 이상 도청구내식당 한돈먹는날, 지역농·축협 할인판매 등을 추진해 소비촉진에 힘을 보탤 예정입니다. 오…"
"166","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"167","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"168","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"169","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"170","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"171","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"172","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"173","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
